,Sybil,id,join_date,num_comment,num_comment_on_own_post,num_friend,num_join_group,num_like_on_own_post,num_own_post,num_post_on_wall,num_reaction,num_share_on_own_post,num_tagged_post,num_used_tags,num_used_tags_commnet,num_user_tags,num_user_tags_comment,is_train
1146,0,100005278387620,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1147,0,100001752875884,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,1.0,TRUE
1148,0,100004843110300,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1149,0,100005879262780,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1150,0,100001177572977,,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1151,0,100003403085725,2001-01-01,,,0.0,,,,,,,1.0,,,2.0,,TRUE
1152,0,100005643366790,2001-01-01,,,0.0,,,,,,,7.0,,,9.0,,TRUE
1153,0,100010618154442,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1154,0,100009449843343,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,FALSE
1155,0,100004046824076,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1156,0,100002926611478,2001-01-01,,,0.0,,,,,,,4.0,,,4.0,,TRUE
1157,0,100003136350854,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1158,0,100020410721643,,1.0,,,,,3.0,3.0,,,,2.0,,,,FALSE
1159,0,100009569932104,2001-01-01,,,1.0,,,,,,,3.0,,,3.0,,TRUE
1160,0,1822720417,,,,0.0,,,,,,,9.0,,,9.0,5.0,TRUE
1161,0,186794434815958,2001-01-01,,,0.0,,,,,,,7.0,,,7.0,11.0,TRUE
1162,0,100004122216702,2001-01-01,,,0.0,,,,,,,4.0,,,4.0,,TRUE
1163,0,100000366650718,,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1164,0,100009858422177,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,FALSE
1165,0,100005183076795,2001-01-01,,,0.0,,,,,,,1.0,,,4.0,,TRUE
1166,0,100009344679094,2001-01-01,,,7.0,,,,,,,1.0,,,1.0,,TRUE
1167,1,100012119646594,,,,1.0,,,,,,,6.0,,,6.0,,TRUE
1168,0,100020972109560,,,,,,,,,,,1.0,,,2.0,,TRUE
1169,0,100009597129875,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1170,0,100006885542072,2001-01-01,,,1.0,,,,,,,2.0,,,2.0,,TRUE
1171,0,100009556009170,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,TRUE
1172,0,100008948617719,,,,,,,,,,,1.0,,,1.0,,TRUE
1173,0,100001593211226,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1174,0,100004546902728,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1175,0,413606442032536,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1176,0,100006946181161,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1177,0,100008895400036,,,,,,,,,,,1.0,,,1.0,,TRUE
1178,0,1846875398,,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1179,0,100015571531602,,1.0,,,,,1.0,1.0,,,,,,,,TRUE
1180,0,100003197693876,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,FALSE
1181,0,124903021022133,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,1.0,TRUE
1182,0,100002771815913,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1183,0,100001399590404,,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1184,0,100013097562332,,,,,,,,,,,1.0,,,1.0,,FALSE
1185,0,100010890276793,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1186,0,100009367999607,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1187,0,100009391851066,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1188,0,100002552754571,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,1.0,TRUE
1189,0,100028203982560,,,,,,,,,,,6.0,,,6.0,,TRUE
1190,0,100005145727153,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1191,0,100003117404023,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1192,0,100013565057007,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,FALSE
1193,0,100007653228352,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,FALSE
1194,0,100003998668927,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1195,0,100002999506716,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1196,0,100010036744265,,1.0,,,,,1.0,1.0,,,,2.0,,,,TRUE
1197,0,100004488690316,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1198,0,100003141405450,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1199,0,100008873715218,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1200,0,100024603638738,,,,,,,,,,,1.0,,,1.0,,FALSE
1201,0,100005564779097,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1202,0,100007660780337,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1203,0,100000217124471,,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1204,0,100003848229502,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1205,0,100007098421015,2001-01-01,,,0.0,,,,,,,7.0,,,13.0,,TRUE
1206,0,100024763360490,,,,,,,,,,,1.0,,,1.0,,TRUE
1207,0,100000360173803,,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1208,0,100009622153988,2001-01-01,,,1.0,,,,,,,2.0,,,2.0,,FALSE
1209,0,100005571457943,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1210,0,100000083699328,,,,0.0,,,,,,,3.0,,,3.0,,FALSE
1211,0,100004853925799,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1212,0,394805187198315,2001-01-01,,,0.0,,,,,,,8.0,,,8.0,,TRUE
1213,1,100004079494668,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1214,0,100005391060859,2001-01-01,,,0.0,,,,,,,13.0,,,15.0,,FALSE
1215,0,100004912925028,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,TRUE
1216,0,100024959343034,,,,,,,,,,,2.0,,,2.0,,TRUE
1217,0,100003066378243,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1218,0,100004346647140,2001-01-01,,,1.0,,,,,,,5.0,,,6.0,,TRUE
1219,0,100032312585547,,,,,,,,,,,4.0,,,4.0,,TRUE
1220,0,233373290098578,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,4.0,TRUE
1221,0,100011702954290,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1222,0,100003807978593,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1223,0,100009835089101,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1224,0,100012784669830,,,,,,,,,,,1.0,,,1.0,,TRUE
1225,0,134731894784,2001-01-01,,,0.0,,,,,,,5.0,,,5.0,5.0,TRUE
1226,0,100021195323425,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1227,0,100005584090680,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1228,0,100000439791311,,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1229,0,587572848,,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1230,0,100004514221967,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1231,0,100010781371297,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1232,0,100004772890431,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1233,0,100004473522814,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1234,0,100025048326622,,,,,,,,,,,1.0,,,1.0,,TRUE
1235,0,100007831572558,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1236,0,100024247952736,,,,,,,,,,,1.0,,,2.0,,TRUE
1237,0,100012558307899,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,TRUE
1238,0,100003236361856,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,FALSE
1239,0,100005059365625,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1240,0,1805716613,,,,0.0,,,,,,,6.0,,,6.0,,TRUE
1241,0,100007855008466,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1242,0,100003596592233,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1243,0,100002785611050,2001-01-01,,,0.0,,,,,,,7.0,,,7.0,1.0,TRUE
1244,0,100008259212972,,,,,,,,,,,1.0,,,1.0,,TRUE
1245,0,1235011268,,,,0.0,,,,,,,17.0,,,21.0,37.0,TRUE
1246,0,100005387640344,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1247,0,100003914934073,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1248,0,100006659404945,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,TRUE
1249,0,193085974063858,2001-01-01,,,0.0,,,,,,,8.0,,,8.0,,FALSE
1250,0,100003627462907,2001-01-01,,,0.0,,,,,,,1.0,,,2.0,,FALSE
1251,0,100005891139404,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1252,0,100004158273117,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1253,0,100012260803487,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1254,0,100005327290439,2001-01-01,,,0.0,,,,,,,1.0,,,2.0,,TRUE
1255,0,100004242545844,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1256,0,100004748370931,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1257,0,100002893119236,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1258,0,100009740890374,,,,,,,,,,,7.0,,,7.0,,TRUE
1259,0,100002753007755,2001-01-01,,,0.0,,,,,,,12.0,,,19.0,7.0,TRUE
1260,0,100003852852183,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1261,0,257658641035359,2001-01-01,,,0.0,,,,,,,19.0,,,20.0,,TRUE
1262,0,100005215605540,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1263,0,100002073562920,,,,0.0,,,,,,,6.0,,,6.0,,TRUE
1264,1,100004966272295,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1265,0,360244730758429,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1266,0,100004419463120,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1267,0,100009449484036,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1268,0,386186411560632,2001-01-01,,,0.0,,,,,,,8.0,,,8.0,,TRUE
1269,0,100002978213160,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1270,0,100005911351722,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1271,0,100005116230255,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1272,0,360232437505621,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1273,0,100013734395153,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1274,0,100015318584840,,,,,,,,,,,1.0,,,1.0,,TRUE
1275,0,100009717048451,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1276,0,100004614672688,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,FALSE
1277,0,100006692380817,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1278,0,100004581948422,2001-01-01,,,0.0,,,,,,,8.0,,,14.0,,TRUE
1279,0,100004071126519,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1280,0,100003728401464,2001-01-01,,,0.0,,,,,,,8.0,,,8.0,,FALSE
1281,0,100009473302580,2001-01-01,,,1.0,,,,,,,6.0,,,6.0,,TRUE
1282,0,100001236355384,,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1283,0,100011650187533,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1284,0,100005405858872,2001-01-01,,,0.0,,,,,,,5.0,,,10.0,,TRUE
1285,0,100004624505808,2001-01-01,,,2.0,,,,,,,2.0,,,2.0,,FALSE
1286,0,100002712805107,2001-01-01,,,0.0,,,,,,,8.0,,,8.0,1.0,TRUE
1287,0,100009588459603,2001-01-01,,,0.0,,,,,,,4.0,,,5.0,,FALSE
1288,0,100005760728730,,,,,,,,,,,1.0,,,1.0,,FALSE
1289,0,100003692093574,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1290,0,100014914098060,,,,,,,,,,,2.0,,,4.0,,TRUE
1291,0,100000086245057,,,,,,,,,,,1.0,,,1.0,,TRUE
1292,0,100004174964371,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1293,0,100007374814905,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1294,0,100010741506510,2001-01-01,,,0.0,,,,,,,3.0,,,3.0,,TRUE
1295,0,100023996604252,,,,,,,,,,,1.0,,,1.0,,TRUE
1296,0,100006421121169,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1297,0,100004705950746,2001-01-01,,,1.0,,,,,,,2.0,,,2.0,,TRUE
1298,0,100002719710940,2001-01-01,,,0.0,,,,,,,7.0,,,7.0,,TRUE
1299,0,620083722,,,,0.0,,,,,,,2.0,,,3.0,,TRUE
1300,0,100012007423725,2001-01-01,,,2.0,,,,,,,2.0,,,2.0,,TRUE
1301,0,100003191586142,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1302,0,100005747027340,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1303,0,100026581595370,,,,,,,,,,,1.0,,,1.0,,FALSE
1304,0,100009292982957,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1305,0,100010000753088,2001-01-01,,,1.0,,,,,,,1.0,,,1.0,,TRUE
1306,0,100008848003624,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1307,0,100003696563875,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,TRUE
1308,0,100003970485697,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1309,0,100009106658346,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1310,1,100002442669795,2001-01-01,,,0.0,,,,,,,6.0,,,9.0,,TRUE
1311,0,355788718205467,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1312,0,100003663924604,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1313,0,100010571971113,,,,,,,,,,,4.0,,,4.0,,FALSE
1314,0,100005919794013,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,,FALSE
1315,0,100007833517470,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1316,0,1177931126,,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1317,0,100003488608047,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1318,0,100005073457172,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,FALSE
1319,0,100004503640052,2001-01-01,,,0.0,,,,,,,8.0,,,8.0,,TRUE
1320,0,100002658280775,2001-01-01,,,0.0,,,,,,,1.0,,,1.0,,TRUE
1321,0,100002461724397,2001-01-01,,,0.0,,,,,,,5.0,,,5.0,1.0,TRUE
1322,0,100002706475045,2001-01-01,,,0.0,,,,,,,2.0,,,2.0,1.0,TRUE
1323,0,100007949684002,,,,,,,4.0,,,,4.0,,,6.0,,TRUE
1324,0,100010740247543,,66.0,,,,,,,,,1.0,,,1.0,,TRUE
1325,0,100023111053407,,1.0,,,,,31.0,,,,,3.0,,,,FALSE
1326,0,100023760521587,,786.0,,,,,,,,,1.0,,,2.0,,FALSE
1327,0,100005446176253,,,,,,,,,,,1.0,,,1.0,,TRUE
1328,0,100009010720904,,,,,,,,,,,1.0,,,1.0,,FALSE
1329,0,100032394183981,,,,,,,,,,,1.0,,,2.0,,TRUE
1330,0,100000244753112,,,,,,,,,,,1.0,,,2.0,,TRUE
1331,0,100025359171932,,,,,,,,,,,1.0,,,1.0,,TRUE
1332,0,100004881762580,,,,,,,,,,,2.0,,,2.0,,TRUE
1333,0,100000196012263,,,,,,,,,,,2.0,,,2.0,,TRUE
1334,0,100004965427221,,,,,,,,,,,2.0,,,2.0,,TRUE
1335,0,100031211259383,,,,,,,,,,,7.0,,,8.0,,TRUE
1336,0,100023544968658,,,,,,,,,,,2.0,,,2.0,,TRUE
1337,0,100003330397797,,,,,,,,,,,1.0,,,1.0,,TRUE
1338,0,100009502293343,,,,,,,,,,,1.0,,,1.0,,FALSE
1339,0,100014264402683,,,,,,,,,,,1.0,,,1.0,,FALSE
1340,0,100025005732747,,,,,,,,,,,9.0,,,9.0,,TRUE
1341,0,100024393618807,,,,,,,,,,,3.0,,,3.0,,TRUE
1342,0,100034186669050,,,,,,,,,,,1.0,,,1.0,,TRUE
1343,0,100006443659492,,,,,,,,,,,1.0,,,1.0,,TRUE
1344,0,100033296046966,,,,,,,,,,,2.0,,,2.0,,FALSE
1345,0,100011215260608,,,,,,,,,,,5.0,,,5.0,,TRUE
1346,0,100003837383512,,,,,,,,,,,1.0,,,1.0,,TRUE
1347,0,100011165178227,,,,,,,,,,,2.0,,,2.0,,TRUE
1348,0,100007990296025,,,,,,,,,,,1.0,,,1.0,,TRUE
1349,0,100003735334258,,,,,,,,,,,1.0,,,1.0,,TRUE
1350,0,100004579695833,,,,,,,,,,,1.0,,,3.0,,FALSE
1351,0,100021575536664,,,,,,,,,,,1.0,,,1.0,,TRUE
1352,0,100018059791830,,,,,,,,,,,1.0,,,1.0,,TRUE
1353,0,100004329255144,,,,,,,,,,,3.0,,,3.0,,TRUE
1354,0,100011379770839,,,,,,,,,,,1.0,,,1.0,,FALSE
1355,1,100000196375009,2001-01-01,116.0,30.0,0.0,16.0,410.0,1262.0,1212.0,1559.0,32.0,1190.0,2465.0,10.0,1207.0,,TRUE
1356,1,1841773003,2001-01-01,10.0,,0.0,29.0,,16.0,9.0,384.0,,13.0,39.0,,13.0,,TRUE
1357,0,100006655925664,,13.0,,1.0,5.0,1.0,19.0,18.0,,,13.0,13.0,,13.0,,TRUE
1358,1,100004515843108,2001-01-01,43.0,,0.0,7.0,,2.0,2.0,1383.0,,55.0,2.0,,67.0,2.0,FALSE
1359,1,100007685766498,2001-01-01,324.0,,6.0,37.0,,8.0,8.0,519.0,,187.0,1.0,,260.0,38.0,TRUE
1360,1,100004299841365,2001-01-01,64.0,,0.0,9.0,,3.0,3.0,579.0,,6.0,,,6.0,,TRUE
1361,0,100003159615659,,17.0,,0.0,6.0,,3.0,3.0,2.0,,1.0,2.0,,1.0,,TRUE
1362,1,100000097020237,2001-01-01,93.0,,0.0,15.0,,6.0,6.0,1718.0,,19.0,27.0,1.0,19.0,2.0,TRUE
1363,1,100008026579352,2001-01-01,248.0,,1.0,6.0,,23.0,23.0,254.0,,65.0,44.0,,91.0,5.0,FALSE
1364,1,100011833843909,,120.0,,0.0,10.0,,1.0,2.0,244.0,,3.0,1.0,,3.0,3.0,FALSE
1365,1,700633258,,120.0,,0.0,45.0,,9.0,9.0,349.0,,35.0,15.0,,37.0,4.0,TRUE
1366,0,100006568202398,2001-01-01,57.0,,0.0,115.0,,11.0,12.0,425.0,,4.0,2.0,,4.0,1.0,TRUE
1367,1,100002089672439,2001-01-01,30.0,,0.0,2.0,,5.0,3.0,165.0,,18.0,3.0,,18.0,,TRUE
1368,0,100006490308220,2001-01-01,4.0,,1.0,4.0,,23.0,8.0,6.0,,10.0,13.0,,12.0,,TRUE
1369,0,100012795305518,2001-01-01,51.0,,14.0,3.0,,13.0,13.0,205.0,,72.0,11.0,,80.0,,FALSE
1370,1,100004197905910,2001-01-01,96.0,,0.0,29.0,,3.0,3.0,267.0,,31.0,,,47.0,4.0,TRUE
1371,0,100001888671096,2001-01-01,40.0,,8.0,67.0,,14.0,14.0,372.0,,2562.0,24.0,,6954.0,2.0,TRUE
1372,1,100008577370462,2001-01-01,78.0,,0.0,11.0,,2.0,1.0,404.0,,5.0,2.0,,8.0,,FALSE
1373,1,100009721657050,2001-01-01,126.0,,0.0,10.0,,12.0,12.0,107.0,,288.0,7.0,,373.0,3.0,TRUE
1374,1,100010412445230,2001-01-01,14.0,,1.0,8.0,,7.0,6.0,1.0,,7.0,5.0,1.0,7.0,1.0,TRUE
1375,1,100003950274744,2001-01-01,223.0,,0.0,39.0,,6.0,6.0,377.0,,27.0,3.0,,62.0,24.0,TRUE
1376,1,100013610259622,2001-01-01,127.0,,2.0,24.0,,9.0,11.0,2672.0,,75.0,8.0,,75.0,2.0,TRUE
1377,0,100007155759737,2001-01-01,5.0,,1.0,5.0,,5.0,1.0,14.0,,16.0,16.0,,16.0,,TRUE
1378,1,100003244751576,2001-01-01,25.0,,0.0,141.0,,47.0,1.0,3.0,,2.0,2.0,,2.0,,TRUE
1379,1,1798301762,2001-01-01,14.0,,0.0,5.0,,2.0,1.0,253.0,,20.0,3.0,4.0,21.0,,FALSE
1380,1,100001599615088,,97.0,,0.0,63.0,,1.0,1.0,342.0,,10.0,,,10.0,4.0,TRUE
1381,1,702477519,2001-01-01,133.0,,0.0,159.0,,1.0,2.0,2472.0,,14.0,,,16.0,2.0,TRUE
1382,1,100009287202981,2001-01-01,139.0,,1.0,15.0,,14.0,14.0,118.0,,303.0,61.0,,354.0,,TRUE
1383,1,1676387932,2001-01-01,9.0,,0.0,13.0,,9.0,9.0,90.0,,10.0,15.0,,11.0,,TRUE
1384,0,100002907732915,2001-01-01,8.0,,0.0,14.0,,2.0,2.0,2.0,,2.0,6.0,,2.0,,TRUE
1385,1,100006293251633,,19.0,,2.0,4.0,,5.0,1.0,72.0,,7.0,,,19.0,,TRUE
1386,1,100007801920353,,57.0,,1.0,6.0,,40.0,40.0,70.0,,36.0,83.0,,36.0,,TRUE
1387,0,100009668265554,2001-01-01,3.0,,0.0,8.0,,99.0,1.0,5.0,,31.0,59.0,,31.0,,TRUE
1388,1,100000005593140,,165.0,,0.0,22.0,,2.0,2.0,363.0,,4.0,4.0,,4.0,1.0,TRUE
1389,0,100004707071029,2001-01-01,31.0,,0.0,147.0,,25.0,25.0,697.0,,238.0,19.0,,553.0,2.0,TRUE
1390,0,100000311763474,2001-01-01,4.0,,28.0,1.0,,7.0,7.0,21.0,,6.0,10.0,,7.0,,TRUE
1391,1,100010395333615,2001-01-01,147.0,,0.0,11.0,,10.0,9.0,151.0,,555.0,6.0,,1008.0,3.0,TRUE
1392,1,100007430166681,,248.0,,0.0,2.0,,49.0,47.0,195.0,,51.0,78.0,,53.0,,TRUE
1393,0,100000159493707,2001-01-01,96.0,,0.0,1.0,,7.0,4.0,311.0,,24.0,8.0,,26.0,5.0,TRUE
1394,1,100007237718970,2001-01-01,20.0,,6.0,1.0,,12.0,12.0,177.0,,20.0,17.0,,22.0,,TRUE
1395,0,100009296007617,2001-01-01,23.0,,2.0,5.0,,,1.0,1.0,,2.0,,,2.0,14.0,TRUE
1396,0,100000958781674,,45.0,,0.0,,,2.0,2.0,1.0,,2.0,3.0,,2.0,,TRUE
1397,0,100006055207376,2001-01-01,18.0,,0.0,,,4.0,1.0,1.0,,1.0,1.0,,1.0,,FALSE
1398,1,1200332396,,8.0,,0.0,,,1.0,1.0,1.0,,1.0,27.0,,1.0,,FALSE
1399,1,100006694422255,2001-01-01,1.0,,0.0,1.0,,2.0,1.0,,,2.0,4.0,,2.0,,TRUE
1400,0,100001508167247,,42.0,,0.0,3.0,,5.0,1.0,,,9.0,,,9.0,1.0,FALSE
1401,0,100004186149984,2001-01-01,44.0,,0.0,,,11.0,11.0,1.0,,19.0,3.0,,19.0,,TRUE
1402,0,100010607740833,2001-01-01,230.0,,0.0,6.0,,,4.0,283.0,,79.0,,,116.0,,TRUE
1403,0,100011674107847,2001-01-01,8.0,,0.0,7.0,,,1.0,95.0,,4.0,,,5.0,6.0,TRUE
1404,1,100005022245565,2001-01-01,126.0,,0.0,3.0,,9.0,9.0,677.0,,,2.0,,,,FALSE
1405,1,100008131503603,2001-01-01,29.0,,0.0,,,8.0,8.0,574.0,,18.0,16.0,,18.0,,TRUE
1406,1,100004985135492,2001-01-01,29.0,,0.0,,,2.0,2.0,1.0,,1.0,3.0,,1.0,,TRUE
1407,1,100005784011531,,70.0,,0.0,13.0,,40.0,40.0,347.0,,,17.0,,,,FALSE
1408,0,100002827806182,2001-01-01,77.0,,0.0,4.0,,,2.0,528.0,,79.0,,,120.0,2.0,FALSE
1409,0,100013139862090,2001-01-01,3.0,,1.0,,,10.0,5.0,3.0,,6.0,43.0,,6.0,,TRUE
1410,1,100007791725348,2001-01-01,2.0,,0.0,24.0,,,1.0,1.0,,5.0,,,5.0,1.0,TRUE
1411,0,1799963875,2001-01-01,5.0,,0.0,31.0,,,1.0,7.0,,14.0,,,14.0,3.0,TRUE
1412,1,632296426,,23.0,,0.0,40.0,,27.0,26.0,,,36.0,,,44.0,6.0,TRUE
1413,0,100006201153124,2001-01-01,8.0,,0.0,,,1.0,1.0,1.0,,1.0,3.0,,1.0,,FALSE
1414,1,100001316379333,2001-01-01,3.0,,0.0,,,83.0,1.0,4.0,,25.0,41.0,,33.0,,FALSE
1415,1,100005301646941,2001-01-01,3.0,,0.0,2.0,,9.0,1.0,,,32.0,27.0,,32.0,,TRUE
1416,1,100003077378042,2001-01-01,2.0,,0.0,3.0,,1.0,2.0,,,13.0,,,13.0,4.0,FALSE
1417,1,100003835563695,2001-01-01,17.0,,0.0,16.0,,5.0,1.0,,,13.0,,,13.0,3.0,TRUE
1418,0,100000009662253,2001-01-01,13.0,,0.0,20.0,,,2.0,16.0,,12.0,,,14.0,11.0,FALSE
1419,0,100008573437688,2001-01-01,3.0,,0.0,1.0,,1.0,1.0,,,1.0,3.0,,1.0,,FALSE
1420,1,100004296601421,2001-01-01,166.0,,0.0,3.0,,65.0,,31.0,,147.0,365.0,,150.0,,FALSE
1421,1,100003861380223,2001-01-01,2.0,,0.0,,,81.0,1.0,2.0,,4.0,1.0,,5.0,,TRUE
1422,1,100002779970064,2001-01-01,12.0,,0.0,2.0,,,1.0,3.0,,7.0,,,7.0,1.0,TRUE
1423,0,777023979039999,2001-01-01,,3.0,0.0,,,2396.0,2396.0,,1.0,48.0,8.0,,48.0,,FALSE
1424,1,1064661237,2001-01-01,152.0,,1.0,14.0,,,1.0,716.0,,107.0,,,163.0,25.0,TRUE
1425,1,100005042743952,2001-01-01,4.0,,0.0,1.0,,1.0,1.0,,,3.0,6.0,,3.0,,FALSE
1426,0,100009549738893,,33.0,,3.0,,,2.0,2.0,1.0,,5.0,4.0,,5.0,,TRUE
1427,1,100010605156204,2001-01-01,31.0,,0.0,,,6.0,6.0,645.0,,19.0,4.0,,22.0,4.0,TRUE
1428,0,100016154859690,2001-01-01,10.0,,1.0,20.0,,,1.0,11.0,,5.0,,,5.0,3.0,TRUE
1429,1,100010063128208,2001-01-01,,,2.0,3.0,,99.0,1.0,,,91.0,19.0,,91.0,,TRUE
1430,0,100005665843507,2001-01-01,7.0,,0.0,,,,2.0,7.0,,2.0,,,3.0,3.0,TRUE
1431,1,100000507760940,,15.0,,2.0,1.0,,,,472.0,,31.0,,,33.0,,TRUE
